,idx,content,true_label,pred_label,label
0,0,"The universal doctrinal courtesy initiation , Doctors Without Borders / Medecins Sans Frontieres ( MSF ) , follows to deal casualties of violence in all seats where it is present in Darfur . Doctors Without Borders is an international aid organization .",0,entailment,entailment
1,1,"In Nigeria , by far the most populous country in sub - Saharan Africa , over 2 . 7 million people are infected with HIV . 2 . 7 percent of the people infected with HIV exist in Africa .",1,entailment,entailment
2,2,"In a bowl , whisk together the eggs and sugar until completely blended and frothy . In a bowl , whisk together the egg , sugar and brake until light in color .",1,not_entailment,not_entailment
3,3,"Take consumer products giant Procter and Gamble . Even with a $ 1 . 8 billion Research and Development budget , it still manages 500 active partnerships each year , many of them with small companies . Procter and Gamble passes $ 1 . 8 billion for Research and Development .",0,not_entailment,not_entailment
4,4,"The San Diego Padres ace , Jake Peavy , equalled hurt in an 8 - 5 loss to the St . Louis Cardinals . The San Diego Padres won the game against the St . Louis Cardinals .",1,not_entailment,not_entailment
5,5,"In Nigeria , by far the most populous country in sub - Saharan Africa , over 2 . 7 million people exist infected with HIV . 2 . 7 percent of the people infected with HIV live in Africa .",1,entailment,entailment
6,6,"Cairo is now home to some 15 million people - a burgeoning population that produces approximately 10 , 000 tonnes of rubbish per day , putting an enormous strain on public services . In the past 10 years , the government has tried hard to bolster private investment in the refuse grain , but some estimate 4 , 000 tonnes of waste is left behind every day , festering in the heat as it waits for someone to clear it up . It is often the people in the poorest neighbourhoods that are worst affected . But in some areas they are fighting back . In Shubra , one of the northern districts of the city , the residents have taken to the streets armed with dustpans and brushes to clean up public areas which have been used as public dumps . 15 million tonnes of rubbish are produced daily in Cairo .",1,not_entailment,not_entailment
7,7,Deceased U . S . soldiers and their effects were evacuated to Japan and then shipped home in refrigerated containers for interment in the U . S . The U . S . military evacuated calcium . S . nationals .,1,not_entailment,not_entailment
8,8,"In a bowl , whisk together the eggs and sugar until completely blended and frothy . In a bowl , whisk together the egg , sugar and weed until light in color .",1,not_entailment,not_entailment
9,9,"The San Diego Padres ace , Jake Peavy , was beaten in an 8 - 5 loss to the St . Louis Cardinals . The San Diego Padres won the game against the St . Louis Cardinals .",1,not_entailment,not_entailment
10,10,"Security entitlements were on progressive alert after an election EW in which more than 1 , 000 people , including seven election candidates , win remained beheaded . Security forces were on high alert after a campaign marred by violence .",0,entailment,entailment
11,11,Deceased U . S . soldiers and their effects were evacuated to Japan and then shipped home in refrigerated containers for interment in the U . S . The U . S . military evacuated U . S . nationals .,1,entailment,entailment
12,12,"The general humanistic pomoc organization , Doctors Without Borders / Medecins Sans Frontieres ( MSF ) , continue to manipulate fatality of violence in all positions where it is existent in Darfur . Doctors Without Borders is an international aid organization .",0,entailment,entailment
13,13,Deceased U . S . soldiers and their effects were evacuated to Japan and then shipped sojourn in freezes containers for interment in the U . S . The U . S . military evacuated U . S . citizens .,1,entailment,entailment
14,14,"The San Diego Padres ace , Jake Peavy , was harming in an 8 - 5 loss to the St . Louis Cardinals . The San Diego Padres won the game against the St . Louis Cardinals .",1,not_entailment,not_entailment
15,15,"CAMDEN , N . J . ( Reuters ) — Three Muslim brothers from Albania were sentenced to life in prison on Tuesday for a plot to kill American soldiers at the Fort Dix military base , which prosecutors said was inspired by the idea of holy war against the United States . The men , Dritan Duka , 30 , Shain Duka , 28 , and Eljvir Duka , 25 , all illegal immigrants , were each sentenced to life without the possibility of parole . The three , who operated a roofing business in Cherry Hill , N . J . , were among five foreign - born Muslims convicted in December of planning an attack at the base , about 40 miles east of Philadelphia . The attack was never carried out . Eljvir Duka arriving from Albania .",0,not_entailment,not_entailment
16,16,"In Nigeria , by far the most populous countries in sub - Saharan Africa , over 2 . 7 shiu people are infected with HIV . 2 . 7 percent of the people infected with HIV live in Africa .",1,not_entailment,not_entailment
17,17,"Cairo is now home to some 15 million people - a burgeoning population that produces closely 10 , 000 tonnes of rubbish per day , putting an enormous strain on public services . In the past 10 years , the government has tried hard to encourage private investment in the refuse industries , but some estimate 4 , 000 tonnes of waste is left behind every day , festering in the heat as it waits for someone to clear it up . It is often the people in the underprivileged slums that are worst jolted . But in some areas they are fighting back . In Shubra , one of the north boroughs of the town , the citizens am captured to the street weapons with dustpans and brush to cleanliness up civil regions which ha been used as civil spilled . 15 million tonnes of rubbish are produced daily in Cairo .",1,not_entailment,not_entailment
18,18,"Cairo is now home to some 15 million people - a burgeoning population that produces approximately 10 , 000 tonnes of rubbish per day , putting an enormous strain on public services . In the past 10 years , the government has tried hard to encourage private investment in the refuse sector , but some estimate 4 , 000 tonnes of waste is left behind every day , festering in the heat as it waits for someone to clear it up . It is often the people in the poorest neighbourhoods that are worst affected . But in some areas they are fighting back . In Shubra , one of the northern districts of the city , the residents have taken to the streets armed with dustpans and brushes to clean up public areas which have been used as public dumps . 15 million shitloads of rubbish are produced usual in Cairo .",1,not_entailment,not_entailment
19,19,"Dana Reeve , the widow of the actor Christopher Reeve , has died of lung cancer at age 44 , according to the Christopher Reeve Foundation . Christopher Reeve were an wounds .",1,not_entailment,not_entailment
20,20,"In Nigeria , by far the most populated country in sub - Saharan Africa , over 2 . 7 million people are infected with HIV . 2 . 7 percent of the people infected with HIV live in Africa .",1,entailment,entailment
21,21,"In a bowl , whisk together the eggs and sugar until completely blended and frothy . In a bowl , whisk together the egg , sugar and flavoured until light in color .",1,not_entailment,not_entailment
22,22,"Dana Reeve , the veuve of the actors Christopher Reeve , possessed died of pneumothorax malignancy at age 44 , coherent to the Christopher Reeve Foundation . Christopher Reeve had an accident .",1,not_entailment,not_entailment
23,23,"The San Diego Padres champ , Jake Peavy , was damages in an 8 - 5 loss to the St . Louis Cardinals . The San Diego Padres won the game against the St . Louis Cardinals .",1,not_entailment,not_entailment
24,24," In Nigeria , by far the most populous country in sub - Saharan Africa , oer 2. 7 millions people are infected with HIV. 2.7 percent of the people infected with HIV live in Africa.",1,entailment,entailment
