,idx,content,true_label,pred_label,label
0,0,"What other outfit did Apollo 1 test at besides Kennedy Space Center ? They trained and conducted tests of their spacecraft at North American , and in the altitude chamber at the Kennedy Space Center .",0,entailment,entailment
1,1,"What does UMC stand for ? Founded in 1968 by the mankind of the Methodist Church ( USA ) and the Evangelical United Brethren Church , the UMC traces its roots back to the revival movement of John and Charles Wesley in England as well as the Great Awakening in the United States .",1,not_entailment,not_entailment
2,2,Where did the Exposition take space ? This World's Fair devoted a building to electrical exhibits .,1,not_entailment,not_entailment
3,3,"What portion of Berlin's quartet spoke French by 1700 ? By 1700 , one - fifth of the city's population was French speaking .",0,entailment,entailment
4,4,"What eventually happened to the Block I program after the incident ? Crew members would finally exclusively wear modified , fire - resistant Block II space suits , and would be designated by the Block II titles , regardless of whether a LM was present on the flight or not .",1,not_entailment,not_entailment
5,5,"In what year did the university first see a drop in applications ? In the early 1950s , student executions declined as a result of increasing crime and poverty in the Hyde Park neighborhood .",0,not_entailment,not_entailment
6,6,"What is the seldom used force unit equal to one thousand newtons ? The kilogram - force leads to an alternate , but rarely used unit of multitude : the metric slug ( sometimes mug or hyl ) is that mass that accelerates at 1 m·s−2 when subjected to a force of 1 kgf .",1,not_entailment,not_entailment
7,7,What kind of water chest is rumored to be obscuring Genghis Khan's burial site ? Folklore says that a river was diverted over his grave to make it impossible to find ( the same manner of burial as the Sumerian King Gilgamesh of Uruk and Atilla the Hun ) .,0,not_entailment,not_entailment
8,8,"What ranked the Marburg Colloquy meant to settle ? Agreement was achieved on fourteen points out of fifteen , the exception being the nature of the Eucharist – the sacrament of the Lord's Supper—an issue crucial to Luther .",1,not_entailment,not_entailment
9,9,What was the population of the Dutch Republic before this emigration ? This was a huge influx as the utter population of the Dutch Republic amounted to ca .,1,not_entailment,not_entailment
10,10,What ranks the name for a responsiveness of the immune system that damages the body's native tissues ? Hypersensitivity is an immune response that damages the body's own tissues .,0,entailment,entailment
11,11,"What causes the symptoms of inflammation ? The symptoms of meningitis are redness , swelling , heat , and pain , which are doomed by increased blood flow into tissue .",0,not_entailment,not_entailment
12,12,What existed the population of the Dutch Republic before this immigration ? This was a huge influx as the entire population of the Dutch Republic amounted to ca .,1,entailment,entailment
13,13,"When did Tesla move to New York City ? In 1882 , Tesla moved working for the Continental Edison Company in France , designing and making improvements to electrical equipment .",1,not_entailment,not_entailment
14,14,"A function problem is an example of what ? A function problem remains a computational matter where a single output ( of a total function ) is expected for every input , but the output is more complex than that of a allegation problem , that is , it isn't just yes or no .",0,not_entailment,not_entailment
15,15,"A function problem is an example of what ? A function problem remains a computational matter where a single output ( of a total function ) is expected for every input , but the output is more complex than that of a decision problem , that is , it isn't just yes or no .",0,entailment,entailment
16,16,"When made Tesla work to New York City ? In 1882 , Tesla began working for the Continental Edison Company in France , designing and making improvements to electrical equipment .",1,not_entailment,not_entailment
17,17,"How generates the level of tuition in German private schools compare to private schools in other Western European countries ? Therefore , most Ersatzschulen have very low tuition fees and / or offer scholarships , compared to most other Western European countries .",0,not_entailment,not_entailment
18,18,"What role in economics did the university play a major part in ? In economics , the university has plucked an rudimentary purpose in constructing ideas about the free market and is the namesake of the Chicago school of economics , the school of economic thought supported by Milton Friedman and other economists .",0,entailment,entailment
19,19,"What induces the symptoms of inflation ? The symptoms of inflammation are redness , swelling , heat , and pain , which are caused by increased blood flow into tissue .",0,entailment,entailment
20,20,What was the population of the Dutch Republic before this emigration ? This was a massive influx as the entire population of the Dutch Republic amounted to californian .,1,not_entailment,not_entailment
21,21,What kind of water body is rumored to be obscuring Genghis Khan's burial site ? Folklore says that a waterway was diverted over his grave to make it impossible to find ( the same manner of burial as the Sumerian King Gilgamesh of Uruk and Atilla the Hun ) .,0,entailment,entailment
22,22,"In what year did the university first see a slipped in demanding ? In the early 1950s , student applications declined as a result of increasing crime and poverty in the Hyde Park neighborhood .",0,not_entailment,not_entailment
23,23,In what olds did Tesla's family transferring to Gospic ? Tesla was the fourth of five children .,1,not_entailment,not_entailment
24,24,What was the populations of the Dutch Republic before this emigration ? This was a huge influx as the entire population of the Dutch Republic amounted to ca .,1,entailment,entailment
25,25,"What activities sets forth the functions of the Scottish Parliament ? The Scotland Act 1998 , which was passed by the Parliament of the United Kingdom and given royal assent by Queen Elizabeth II on 19 November 1998 , governs the functions and role of the Scottish Parliament and delimits its legislative competence .",0,entailment,entailment
26,26,"In which lawsuits did the Court state that Austria was not permitted to hold places in Austrian schools exclusively for Austrian students ? In Commission v Austria the Court held that Austria was not entitled to restrict places in Austrian universities to Austrian students to avoid "" structural , staffing and financial problems "" if ( mainly German ) foreign students applied for places because there was little evidence of an actual problem .",0,entailment,entailment
27,27,"What did he light at his laboratories to demonstrate his wireless power transmission ? He informed electric bulb wirelessly at both locations , stating the potential of wireless power transmission .",0,entailment,entailment
28,28,Where did the Exposition bring put ? This World's Fair devoted a building to electrical exhibits .,1,not_entailment,not_entailment
29,29,In what olds were Tesla's family transferring to Gospic ? Tesla was the fourth of five children .,1,not_entailment,not_entailment
30,30,"Who won the Ekstraklasa Championship in 2000?  Tey aso won the country ’ s championship in 1 946 , and won the cup twice as wll.",1,not_entailment,not_entailment
31,31," What came into froce after the new constitution was herald? As of that day, the new constitution heralding the Second Republic came into force.",0,entailment,entailment
32,32," Which coutry does the Rhine encounter it ' s main tributaries? It is here that the Rhine encounters some more of its main tributaries, such as the Neckar, the Main and, later, the Moselle, which contributes an average discharge of more than 300 m3/s (11,000 cu ft/s).",1,not_entailment,not_entailment
33,33,"What is the population of the second largest city in California?  Mny of sothern California ' s anymore elaborated citis liw along or in cloe proximity to the coast , with the excepion of San Bernardino 4nd Riverside.",1,not_entailment,not_entailment
34,34,"What portion of Berlin's population spoke French by 1700?  By 170 0 , one - ftfih of the city ' s population was Frech speakig.",0,entailment,entailment
35,35," In which cases did the Court state that Austria was not allowed to hold places in Austrian schools exclusively for Austrian students? In Commission v Austria the Court held that Austria was not entitled to restrict places in Austrian universities to Austrian students to avoid ""structural, staffing and financial problems"" if (mainly German) foreign students applied for places because there was little evidence of an actual problem.",0,entailment,entailment
36,36," Wht is o ne of te lagest msuic scools in Europe? Other institutions for higher education include the Medical University of Warsaw, the largest medical school in Poland and one of the most prestigious, the National Defence University, highest military academic institution in Poland, the Fryderyk Chopin University of Music the oldest and largest music school in Poland, and one of the largest in Europe, the Warsaw School of Economics, the oldest and most renowned economic university in the country, and the Warsaw University of Life Sciences the largest agricultural university founded in 1818.",0,entailment,entailment
37,37,"What does UMC stand for?  Founded in 1968 by t he union of t he Methodist Church ( USA ) and t he Evangelical United Brethren Church , t he UMC traces its roots back to t he revival movement of John and Charles Wesley in England as well as t he Great Awakening in t he United States.",1,not_entailment,not_entailment
38,38,"What was the idealized value of imperialism?  For some , imerialism designated a policy of idealism and philanthropy ; others alleged that it was characterized by political self - interest , and a growing number associated it with capitalist greed.",0,not_entailment,not_entailment
39,39,"A function problem is an example of what?  A functin problem is a computational problem where a single output ( of a total functin ) is expected for every input , but the output is more complex than that of a decision problem , that is , it isn ' t just yes or no.",0,"yes, the sentence entails the answer to the question.",entailment
40,40," Wat causes th e symptoms of inflamation? The symptoms of inflammation are redness, swelling, heat, and pain, which are caused by increased blood flow into tissue.",0,entailment,entailment
41,41," What are those from Jacksonville sometimes dalled? People from Jacksonville may be called ""Jacksonvillians"" or ""Jaxsons"" (also spelled ""Jaxons"").",0,entailment,entailment
42,42," Wy did the university see a dop in appliants? In the early 1950s, student applications declined as a result of increasing crime and poverty in the Hyde Park neighborhood.",0,entailment,entailment
43,43,"Stretched rocks that pinch into lenses are known by what word?  These stretched rcoks can also pinch into lwnses , known as boudins , after the French word for "" sausage "", because of their visual similarity.",0,entailment,entailment
44,44,What was the population of the Dutch Republic before this emigration?  This was a hu ge influx as the entire population of the Dutch Republic amounted to ca.,1,entailment,entailment
45,45, Wha t is th e estimate of how many physicians give ot durgs on their oan? 7 to 10 percent of American physicians practices reportedly dispense drugs on their own.,0,"the sentence provides an estimate of the percentage of american physicians who dispense drugs on their own. the question asks for the estimate of how many physicians give out drugs on their own. the question and sentence convey similar meaning, but are not phrased in exactly the same way. therefore, the entailment relationship is ""not_entailment.""",not_entailment
46,46, Whee did the Expositin ta ke place? This World's Fair devoted a building to electrical exhibits.,1,entailment,entailment
47,47,What is the name of the professional skateboarder that lives in southern California?  Souhern Calirofnia is alo ipmortant to the world of yacthing.,1,not_entailment,not_entailment
48,48,What is colonialism's core meaning?  Coloainlism ' s cpre meinang is the exploitation of the valuable assets and supplies of the nation that was conquered and the conquering nation then gaining the benefits from the spoils of the war.,0,entailment,entailment
49,49," What hanpeped to his lab? His lab was torn down in 1904, and its contents were sold two years later to satisfy a debt.",0,entailment,entailment
50,50," What positlon dd Justin Tucker pay? Concerns were raised over whether Levi's Stadium's field was of a high enough quality to host a Super Bowl; during the inaugural season, the field had to be re-sodded multiple times due to various issues, and during a week 6 game earlier in the 2015 season, a portion of the turf collapsed under Baltimore Ravens kicker Justin Tucker, causing him to slip and miss a field goal, although the field has not had any major issues since.",0,not_entailment,not_entailment
51,51," Hpw muc h of Jacksonville is made up of wate r? According to the United States Census Bureau, the city has a total area of 874.3 square miles (2,264 km2), making Jacksonville the largest city in land area in the contiguous United States; of this, 86.66% (757.7 sq mi or 1,962 km2) is land and ; 13.34% (116.7 sq mi or 302 km2) is water.",0,entailment,entailment
52,52,What language did Tesla study while in school?  Te sla was the foirth of fve chirdlen.,1,not_entailment.,not_entailment
53,53," What portion of brd species make up the world ' s total lve in the rainforest? One in five of all the bird species in the world live in the rainforests of the Amazon, and one in five of the fish species live in Amazonian rivers and streams.",0,not_entailment,not_entailment
54,54," In what year did the university first see a d rop in applications? In the early 1950s, student applications declined as a result of increasing crime and poverty in the Hyde Park neighborhood.",0,entailment,entailment
55,55, W hat was the population of the Dutch Republic before this emigration? This was a huge influx as the entire population of the Dutch Republic amounted to ca.,1,entailment,entailment
56,56," Whah dzy of the week did Shark Tank debut on? Shark Tank (based on the Dragon's Den reality format) also became a midseason sleeper hit on Sundays in the spring of 2010; the following season, it became the tentpole of the network's Friday night schedule, gradually helping make ABC a strong competitor (after being paired with 20/20 and beginning with the 2012–13 season, the Tim Allen sitcom Last Man Standing) against CBS' long-dominant drama/reality lineup on that night for the first time since the ""TGIF"" lineup ended in 2000.",0,entailment,entailment
57,57,"What did he light at his laboratories to demonstrate his wireless power transmission?  He l it electrc la mps wirelessly at both locations , demonstrating the potential of wireless power transmission.",0,entailment,entailment
58,58,What is the estimate of how many physicians give out drugs on their own?  7 to 10 percent of American phhsicians practices reportedly dispense d rugs on their o wn.,0,"the question and sentence have some slight differences in wording, but the meaning is the same. therefore, they can be considered as entailment. 

entailment.",entailment
59,59," What kid of needlwork was usd in the creation of the Byeux Tapesty? It was commissioned by Odo, the Bishop of Bayeux and first Earl of Kent, employing natives from Kent who were learned in the Nordic traditions imported in the previous half century by the Danish Vikings.",1,not_entailment,not_entailment
60,60,"What kind of needlework was used in the creation of the Bayeux Tapestry?  By far the most famous work of Norman art is the Buyeax Tapestry , which is not a tapestry but a work of embroidery.",0,entailment,entailment
61,61,"What lead to the UK to subscribe to the agreement on Social Policy?  Following th e election of th e UK Lsbour Party to goernment in 1997 , th e UK formally signed to th e Agreement on Social Policy , which allowed it to be inxluded with minor amendments as th e Social Chapter of th e 1997 Treaty of Amsterdam.",0,entailment,entailment
62,62, W hat is the bame for a response of the immune sytem that damages the body ' s native tissue? Hypersensitivity is an immune response that damages the body's own tissues.,0,entailment.,entailment
63,63," W hat portion of Berlin ' s population spoke French by 170 0? By 1700, one-fifth of the city's population was French speaking.",0,entailment,entailment
64,64, What kind of wa ter body is rumored to be obscuring Genghis Khan ' s burial site? Folklore says that a river was diverted over his grave to make it impossible to find (the same manner of burial as the Sumerian King Gilgamesh of Uruk and Atilla the Hun).,0,"the sentence describes a folklore about the burial of genghis khan, but it does not provide an answer to the question of what kind of water body is obscuring his burial site. therefore, the answer is ""not_entailment"".",not_entailment
65,65,"What tip to the UK to subscribe to the agreement on Social Policy ? Following the election of the UK Labour Party to government in 1997 , the UK formally subscribed to the Agreement on Social Policy , which allowed it to be included with minor amendments as the Social Chapter of the 1997 Treaty of Amsterdam .",0,entailment,entailment
66,66,What was the population of the Dutch Republic before this emigration? This was a huge influx as therein entire population of the Dutch Republic amounted to ca.,1,entailment,entailment
67,67,"During which series do Billie Piper sing cameo initiation? CBC began airing series two on 9 October 2006 at 20:00 E/P (20:30 in Newfoundland and Labrador), shortly after that day's CFL double header on Thanksgiving in most of the country.[citation needed]",1,not_entailment,not_entailment
68,68,"What doorstep of the week did Shark Hunter debut on? Shark Tank (based on the Dragon's Den reality format) also became a midseason sleeper hit on Sundays in the spring of 2010; the following season, it became the tentpole of the network's Friday night schedule, gradually helping make ABC a strong competitor (after being paired with 20/20 and beginning with the 2012–13 season, the Tim Allen sitcom Last Man Standing) against CBS' long-dominant drama/reality lineup on that night for the first time since the ""TGIF"" lineup ended in 2000.",0,not_entailment,not_entailment
69,69,"What role in finances did the university play a maojr part in ? In economics , the university has played an important role in shaping ideas about the free market and is the namesake of the Chicago school of economics , the school of economic thought supported by Milton Friedman and other economists .",0,entailment,entailment
70,70,Where is the border of Swiss and Austria? The Rhine enters flows it from the south along the Swiss-Austrian coastline.,1,"the question and sentence do not entail each other. the question asks about the border between switzerland and austria, while the sentence mentions the rhine river flowing from the south along the swiss-austrian coastline.",not_entailment
71,71,"What siner of treaty Laws of Confederation equal originate from Huguenots? Paul Revere was descended from Huguenot refugees, as was Henry Laurens, who signed the Articles of Confederation for South Carolina; Jack Jouett, who made the ride from Cuckoo Tavern to warn Thomas Jefferson and others that Tarleton and his men were on their way to arrest him for crimes against the king; Francis Marion, and a number of other leaders of the American Revolution and later statesmen.",0,"not_entailment. the sentence talks about huguenots and american revolution leaders who were descended from them, but it doesn't mention any singer or treaty related to the laws of confederation.",not_entailment
72,72,"How qas Temüjin continue confinement by the Tayichi'ud? The Tayichi'ud enslaved Temüjin (reportedly with a cangue, a sort of portable stocks), but with the help of a sympathetic guard, the father of Chilaun (who later became a general of Genghis Khan), he was able to escape from the ger (yurt) in the middle of the night by hiding in a river crevice.[citation needed]",0,entailment,entailment
73,73,"What role in finances did the university play a mjaor part in ? In economics , the university has played an important role in shaping ideas about the free market and is the namesake of the Chicago school of economics , the school of economic thought supported by Milton Friedman and other economists .",0,entailment,entailment
74,74,"What role in economics did the university play a major part in? In economist, one college have played an important character in shaping idea about the free market and is the namesake of the Chicago school of economics, the school of economic thoughts swayed aside Milton Friedman and other economists.",0,"the question is similar in meaning to the sentence, but it contains several errors in grammar and word choice. here is a corrected version of the question: ""what role did the university of chicago play in economics?"" 

the entailment between the corrected question and the original sentence is ""entailment"".",entailment
